,Abbr,EPA/play,Success Rate (SR),Dropback EPA,Dropback SR,Rush EPA,Rush SR,week,year
684,NO,0.048,44.9%,0.222,55.3%,-0.165,32.3%,4,2016
685,MIN,0.047,38.9%,0.259,47.5%,-0.217,28.1%,4,2016
686,CLE,0.013999999999999999,52.1%,0.159,52.3%,-0.223,51.9%,4,2016
687,SF,0.003,46.2%,-0.023,48.0%,0.027000000000000003,44.4%,4,2016
688,CAR,-0.004,44.1%,0.096,49.1%,-0.35700000000000004,26.7%,4,2016
689,TEN,-0.013999999999999999,37.9%,-0.047,37.8%,0.028999999999999998,37.9%,4,2016
690,NYJ,-0.023,36.6%,0.125,40.0%,-0.375,28.6%,4,2016
691,HOU,-0.031,50.0%,0.087,55.0%,-0.22699999999999998,41.7%,4,2016
692,CIN,-0.035,37.9%,0.26,48.5%,-0.33,27.3%,4,2016
693,LAC,-0.035,38.6%,0.11199999999999999,45.8%,-0.355,22.7%,4,2016
694,BAL,-0.049,40.7%,-0.113,42.4%,0.09,37.0%,4,2016
695,KC,-0.07200000000000001,40.0%,-0.018000000000000002,44.8%,-0.255,23.5%,4,2016
696,LV,-0.07400000000000001,31.6%,0.11199999999999999,41.0%,-0.479,11.1%,4,2016
697,LA,-0.10400000000000001,32.8%,0.126,45.9%,-0.509,9.5%,4,2016
698,ARI,-0.12300000000000001,43.4%,-0.073,47.1%,-0.22699999999999998,36.0%,4,2016
699,DET,-0.154,44.3%,-0.039,50.0%,-0.408,31.6%,4,2016
700,NYG,-0.217,36.4%,-0.26,37.0%,-0.11699999999999999,35.0%,4,2016
701,NE,-0.23800000000000002,29.1%,-0.209,28.6%,-0.28800000000000003,30.0%,4,2016
702,MIA,-0.311,28.9%,-0.34600000000000003,32.3%,-0.23399999999999999,21.4%,4,2016
703,TB,-0.32,30.0%,-0.19899999999999998,33.3%,-0.584,22.7%,4,2016
