RK,TEAM,TOTAL DVOA,LAST WEEK,TOTAL DAVE,RANK,W-L,OFFENSE DVOA,OFF. RANK,DEFENSE DVOA,DEF. RANK,S.T. DVOA,S.T. RANK,WEEK,YEAR,WEIGHTED DVOA,RANK,non-adj VOA,Last Year,ESTIM. WINS,EW RANK,SCHEDULE RANK,RANK,PYTH WINS,RANK,VAR.,RANK,PAST SCHED,RANK,FUTURE SCHED,RANK
9,PIT,0.122,6,0.112,9,4-3,0.147,5,0.029,16,0.004,16,7,2015,,,,,,,,,,,,,,,,
10,BUF,0.066,8,0.051,12,3-4,0.042,11,-0.009,10,0.016,11,7,2015,,,,,,,,,,,,,,,,
11,DEN,0.062,11,0.077,10,6-0,-0.284,32,-0.319,1,0.027,10,7,2015,,,,,,,,,,,,,,,,
12,NYG,0.060,12,0.051,11,4-3,0.003,17,0.000,12,0.057,4,7,2015,,,,,,,,,,,,,,,,
13,OAK,0.046,16,0.019,16,3-3,0.031,14,0.022,14,0.036,7,7,2015,,,,,,,,,,,,,,,,
14,MIA,0.022,22,0.019,15,3-3,0.046,10,0.027,15,0.003,17,7,2015,,,,,,,,,,,,,,,,
15,KC,0.020,18,0.024,14,2-5,0.034,13,0.051,20,0.038,6,7,2015,,,,,,,,,,,,,,,,
16,STL,0.019,17,0.031,13,3-3,-0.165,30,-0.169,5,0.014,12,7,2015,,,,,,,,,,,,,,,,
17,ATL,-0.013,14,-0.012,17,6-1,0.066,7,0.037,17,-0.043,26,7,2015,,,,,,,,,,,,,,,,
18,BAL,-0.025,13,-0.017,18,1-6,-0.018,18,0.062,23,0.055,5,7,2015,,,,,,,,,,,,,,,,
19,WAS,-0.032,15,-0.047,19,3-4,0.006,16,0.051,19,0.012,13,7,2015,,,,,,,,,,,,,,,,
20,NO,-0.099,25,-0.087,20,3-4,0.065,8,0.143,31,-0.021,22,7,2015,,,,,,,,,,,,,,,,
21,IND,-0.102,19,-0.088,21,3-4,-0.045,20,0.053,21,-0.004,20,7,2015,,,,,,,,,,,,,,,,
22,TEN,-0.121,23,-0.127,22,1-5,-0.154,29,-0.061,9,-0.028,24,7,2015,,,,,,,,,,,,,,,,
23,CLE,-0.145,20,-0.141,23,2-5,-0.093,24,0.122,27,0.070,3,7,2015,,,,,,,,,,,,,,,,
24,SD,-0.166,21,-0.145,25,2-5,0.036,12,0.134,30,-0.068,31,7,2015,,,,,,,,,,,,,,,,
25,JAC,-0.166,27,-0.166,27,2-5,-0.061,21,0.046,18,-0.060,29,7,2015,,,,,,,,,,,,,,,,
26,DAL,-0.168,24,-0.141,24,2-4,-0.044,19,0.072,25,-0.051,27,7,2015,,,,,,,,,,,,,,,,
27,TB,-0.185,28,-0.173,28,2-4,-0.124,26,0.060,22,-0.001,18,7,2015,,,,,,,,,,,,,,,,
28,MIN,-0.204,26,-0.159,26,4-2,-0.147,28,0.062,24,0.004,15,7,2015,,,,,,,,,,,,,,,,
29,DET,-0.235,29,-0.211,30,1-6,-0.106,25,0.125,28,-0.004,19,7,2015,,,,,,,,,,,,,,,,
30,CHI,-0.235,30,-0.198,29,2-4,-0.064,22,0.131,29,-0.040,25,7,2015,,,,,,,,,,,,,,,,
31,HOU,-0.317,31,-0.295,31,2-5,-0.144,27,0.103,26,-0.070,32,7,2015,,,,,,,,,,,,,,,,
32,SF,-0.369,32,-0.338,32,2-5,-0.179,31,0.166,32,-0.024,23,7,2015,,,,,,,,,,,,,,,,
1,NE,0.405,1,,,7-0,0.295,1,-0.022,10,0.088,1,8,2015,0.404,1,,,,,,,,,,,,,,
2,ARI,0.367,2,,,6-2,0.204,3,-0.176,6,-0.013,20,8,2015,0.363,2,,,,,,,,,,,,,,
3,CIN,0.304,4,,,7-0,0.242,2,-0.018,12,0.044,7,8,2015,0.301,3,,,,,,,,,,,,,,
4,GB,0.250,3,,,6-1,0.165,4,-0.060,8,0.025,9,8,2015,0.245,4,,,,,,,,,,,,,,
5,NYJ,0.228,5,,,4-3,0.094,8,-0.186,5,-0.053,28,8,2015,0.229,5,,,,,,,,,,,,,,
6,DEN,0.210,11,,,7-0,-0.173,30,-0.360,1,0.023,11,8,2015,0.213,6,,,,,,,,,,,,,,
7,CAR,0.182,7,,,7-0,0.022,14,-0.206,2,-0.046,27,8,2015,0.184,7,,,,,,,,,,,,,,
8,OAK,0.149,13,,,4-3,0.139,5,0.013,15,0.023,10,8,2015,0.154,8,,,,,,,,,,,,,,
9,SEA,0.139,6,,,4-4,0.004,15,-0.070,7,0.066,3,8,2015,0.141,9,,,,,,,,,,,,,,
10,PIT,0.139,9,,,4-4,0.129,6,-0.020,11,-0.010,19,8,2015,0.138,10,,,,,,,,,,,,,,
11,KC,0.130,15,,,3-5,0.085,9,0.008,14,0.052,6,8,2015,0.137,11,,,,,,,,,,,,,,
12,PHI,0.129,8,,,3-4,-0.076,21,-0.199,3,0.005,14,8,2015,0.132,12,,,,,,,,,,,,,,
13,STL,0.048,16,,,4-3,-0.145,28,-0.190,4,0.003,16,8,2015,0.047,13,,,,,,,,,,,,,,
14,BUF,0.045,10,,,3-4,0.036,12,0.004,13,0.013,12,8,2015,0.042,14,,,,,,,,,,,,,,
15,NYG,0.022,12,,,4-4,0.030,13,0.072,25,0.064,4,8,2015,0.021,15,,,,,,,,,,,,,,
16,BAL,-0.018,18,,,2-6,0.000,16,0.086,26,0.068,2,8,2015,-0.020,16,,,,,,,,,,,,,,
17,ATL,-0.050,17,,,6-2,0.038,11,0.050,19,-0.038,25,8,2015,-0.054,17,,,,,,,,,,,,,,
18,WAS,-0.056,19,,,3-4,-0.002,17,0.063,22,0.009,13,8,2015,-0.057,18,,,,,,,,,,,,,,
19,NO,-0.081,20,,,4-4,0.118,7,0.169,32,-0.029,24,8,2015,-0.080,19,,,,,,,,,,,,,,
20,MIA,-0.090,14,,,3-4,-0.029,18,0.053,20,-0.009,18,8,2015,-0.083,20,,,,,,,,,,,,,,
21,IND,-0.109,21,,,3-5,-0.086,23,0.027,16,0.003,15,8,2015,-0.107,21,,,,,,,,,,,,,,
22,CLE,-0.130,23,,,2-6,-0.100,25,0.086,27,0.057,5,8,2015,-0.129,22,,,,,,,,,,,,,,
23,SD,-0.133,24,,,2-6,0.063,10,0.137,29,-0.058,29,8,2015,-0.131,23,,,,,,,,,,,,,,
24,JAC,-0.152,25,,,2-5,-0.041,19,0.048,18,-0.063,31,8,2015,-0.153,24,,,,,,,,,,,,,,
25,DAL,-0.156,26,,,2-5,-0.081,22,0.032,17,-0.043,26,8,2015,-0.159,26,,,,,,,,,,,,,,
26,TB,-0.163,27,,,3-4,-0.095,24,0.063,23,-0.005,17,8,2015,-0.157,25,,,,,,,,,,,,,,
27,MIN,-0.173,28,,,5-2,-0.144,27,0.069,24,0.040,8,8,2015,-0.174,27,,,,,,,,,,,,,,
28,TEN,-0.175,22,,,1-6,-0.211,32,-0.060,9,-0.023,23,8,2015,-0.179,28,,,,,,,,,,,,,,
29,CHI,-0.230,30,,,2-5,-0.041,20,0.121,28,-0.068,32,8,2015,-0.227,29,,,,,,,,,,,,,,
30,HOU,-0.237,31,,,3-5,-0.120,26,0.056,21,-0.062,30,8,2015,-0.234,30,,,,,,,,,,,,,,
31,DET,-0.314,29,,,1-7,-0.149,29,0.148,30,-0.017,21,8,2015,-0.318,31,,,,,,,,,,,,,,
32,SF,-0.390,32,,,2-6,-0.203,31,0.166,31,-0.020,22,8,2015,-0.387,32,,,,,,,,,,,,,,
1,NE,0.400,1,,,8-0,0.252,1,-0.073,8,0.075,1,9,2015,0.397,1,,,,,,,,,,,,,,
2,ARI,0.362,2,,,6-2,0.193,3,-0.184,3,-0.014,17,9,2015,0.347,2,,,,,,,,,,,,,,
3,CIN,0.300,3,,,8-0,0.232,2,-0.037,10,0.031,9,9,2015,0.285,3,,,,,,,,,,,,,,
4,CAR,0.216,7,,,8-0,0.054,10,-0.211,2,-0.048,28,9,2015,0.224,4,,,,,,,,,,,,,,
5,NYJ,0.197,5,,,5-3,0.049,11,-0.176,4,-0.029,25,9,2015,0.191,5,,,,,,,,,,,,,,
6,GB,0.187,4,,,6-2,0.143,5,-0.031,11,0.013,12,9,2015,0.170,8,,,,,,,,,,,,,,
7,PIT,0.168,10,,,5-4,0.156,4,-0.027,12,-0.015,18,9,2015,0.171,7,,,,,,,,,,,,,,
8,DEN,0.164,6,,,7-1,-0.175,31,-0.291,1,0.048,6,9,2015,0.174,6,,,,,,,,,,,,,,
9,SEA,0.140,9,,,4-4,-0.009,15,-0.084,7,0.064,4,9,2015,0.155,9,,,,,,,,,,,,,,
10,PHI,0.130,12,,,4-4,-0.045,22,-0.172,6,0.003,15,9,2015,0.140,10,,,,,,,,,,,,,,
11,KC,0.123,11,,,3-5,0.077,9,0.005,13,0.050,5,9,2015,0.129,12,,,,,,,,,,,,,,
12,OAK,0.107,8,,,4-4,0.129,6,0.041,18,0.019,11,9,2015,0.133,11,,,,,,,,,,,,,,
13,BUF,0.092,14,,,4-4,0.097,8,0.027,16,0.022,10,9,2015,0.080,13,,,,,,,,,,,,,,
14,STL,0.036,13,,,4-4,-0.150,28,-0.175,5,0.010,14,9,2015,0.033,14,,,,,,,,,,,,,,
15,NYG,0.005,15,,,5-4,-0.019,17,0.046,20,0.070,2,9,2015,0.006,15,,,,,,,,,,,,,,
16,BAL,-0.033,16,,,2-6,-0.016,16,0.082,25,0.065,3,9,2015,-0.037,16,,,,,,,,,,,,,,
17,ATL,-0.052,17,,,6-3,0.008,14,0.044,19,-0.016,19,9,2015,-0.056,17,,,,,,,,,,,,,,
18,IND,-0.074,21,,,4-5,-0.045,23,0.017,15,-0.012,16,9,2015,-0.068,18,,,,,,,,,,,,,,
19,WAS,-0.088,18,,,3-5,-0.042,20,0.058,23,0.012,13,9,2015,-0.081,19,,,,,,,,,,,,,,
20,JAC,-0.091,24,,,2-6,-0.028,18,0.008,14,-0.055,29,9,2015,-0.090,21,,,,,,,,,,,,,,
21,MIA,-0.091,20,,,3-5,0.027,13,0.100,27,-0.018,22,9,2015,-0.089,20,,,,,,,,,,,,,,
22,NO,-0.117,19,,,4-5,0.114,7,0.194,32,-0.038,27,9,2015,-0.113,23,,,,,,,,,,,,,,
23,DAL,-0.129,25,,,2-6,-0.042,21,0.070,24,-0.016,20,9,2015,-0.129,25,,,,,,,,,,,,,,
24,TEN,-0.137,28,,,2-6,-0.168,30,-0.050,9,-0.020,23,9,2015,-0.170,28,,,,,,,,,,,,,,
25,TB,-0.141,26,,,3-5,-0.089,24,0.029,17,-0.023,24,9,2015,-0.107,22,,,,,,,,,,,,,,
26,MIN,-0.149,27,,,6-2,-0.132,27,0.054,22,0.037,8,9,2015,-0.124,24,,,,,,,,,,,,,,
27,SD,-0.153,23,,,2-7,0.045,12,0.140,29,-0.058,30,9,2015,-0.159,26,,,,,,,,,,,,,,
28,CLE,-0.168,22,,,2-7,-0.118,25,0.096,26,0.045,7,9,2015,-0.161,27,,,,,,,,,,,,,,
29,CHI,-0.216,29,,,3-5,-0.032,19,0.108,28,-0.076,32,9,2015,-0.212,29,,,,,,,,,,,,,,
30,HOU,-0.235,30,,,3-5,-0.126,26,0.046,21,-0.063,31,9,2015,-0.229,30,,,,,,,,,,,,,,
31,DET,-0.325,31,,,1-7,-0.161,29,0.145,31,-0.018,21,9,2015,-0.327,31,,,,,,,,,,,,,,
32,SF,-0.363,32,,,3-6,-0.191,32,0.141,30,-0.032,26,9,2015,-0.379,32,,,,,,,,,,,,,,
1,NE,0.345,1,,,9-0,0.218,1,-0.041,9,0.086,1,10,2015,0.335,1,,,,,,,,,,,,,,
2,ARI,0.302,2,,,7-2,0.164,3,-0.141,6,-0.003,14,10,2015,0.270,2,,,,,,,,,,,,,,
3,CIN,0.265,3,,,8-1,0.180,2,-0.056,8,0.029,10,10,2015,0.256,3,,,,,,,,,,,,,,
4,CAR,0.230,4,,,9-0,0.079,10,-0.173,3,-0.023,22,10,2015,0.239,4,,,,,,,,,,,,,,
5,SEA,0.200,9,,,4-5,0.049,11,-0.091,7,0.060,3,10,2015,0.223,5,,,,,,,,,,,,,,
6,PIT,0.167,7,,,6-4,0.154,4,-0.029,11,-0.016,20,10,2015,0.158,7,,,,,,,,,,,,,,
7,NYJ,0.164,5,,,5-4,0.030,13,-0.169,4,-0.034,27,10,2015,0.154,8,,,,,,,,,,,,,,
8,GB,0.149,6,,,6-3,0.132,5,-0.030,10,-0.013,19,10,2015,0.124,9,,,,,,,,,,,,,,
9,KC,0.146,11,,,4-5,0.083,9,-0.025,12,0.038,8,10,2015,0.159,6,,,,,,,,,,,,,,
10,BUF,0.123,13,,,5-4,0.107,7,0.013,16,0.030,9,10,2015,0.122,10,,,,,,,,,,,,,,
11,DEN,0.101,8,,,7-2,-0.219,32,-0.274,1,0.046,5,10,2015,0.097,12,,,,,,,,,,,,,,
12,PHI,0.090,10,,,4-5,-0.071,23,-0.174,2,-0.013,18,10,2015,0.111,11,,,,,,,,,,,,,,
13,NYG,0.046,15,,,5-5,0.010,17,0.024,17,0.059,4,10,2015,0.052,14,,,,,,,,,,,,,,
14,OAK,0.042,12,,,4-5,0.119,6,0.067,24,-0.010,15,10,2015,0.061,13,,,,,,,,,,,,,,
15,WAS,-0.008,19,,,4-5,0.019,15,0.037,21,0.010,13,10,2015,-0.008,15,,,,,,,,,,,,,,
16,BAL,-0.025,16,,,2-7,-0.013,19,0.073,26,0.061,2,10,2015,-0.025,16,,,,,,,,,,,,,,
17,STL,-0.037,14,,,4-5,-0.202,31,-0.144,5,0.021,11,10,2015,-0.039,18,,,,,,,,,,,,,,
18,ATL,-0.051,17,,,6-3,0.015,16,0.050,22,-0.017,21,10,2015,-0.060,19,,,,,,,,,,,,,,
19,MIN,-0.065,26,,,7-2,-0.075,24,0.034,20,0.044,7,10,2015,-0.037,17,,,,,,,,,,,,,,
20,MIA,-0.070,21,,,4-5,0.027,14,0.073,25,-0.024,23,10,2015,-0.069,20,,,,,,,,,,,,,,
21,IND,-0.087,18,,,4-5,-0.045,20,0.030,19,-0.012,17,10,2015,-0.080,21,,,,,,,,,,,,,,
22,DAL,-0.125,23,,,2-7,-0.058,22,0.055,23,-0.011,16,10,2015,-0.135,24,,,,,,,,,,,,,,
23,JAC,-0.131,20,,,3-6,-0.051,21,0.025,18,-0.055,30,10,2015,-0.138,25,,,,,,,,,,,,,,
24,TB,-0.138,25,,,4-5,-0.100,25,0.003,15,-0.035,28,10,2015,-0.111,22,,,,,,,,,,,,,,
25,CHI,-0.156,29,,,4-5,0.003,18,0.082,27,-0.077,32,10,2015,-0.131,23,,,,,,,,,,,,,,
26,SD,-0.163,27,,,2-7,0.044,12,0.147,31,-0.060,31,10,2015,-0.171,27,,,,,,,,,,,,,,
27,HOU,-0.165,30,,,4-5,-0.114,26,0.002,14,-0.048,29,10,2015,-0.161,26,,,,,,,,,,,,,,
28,TEN,-0.169,24,,,2-7,-0.164,29,-0.020,13,-0.025,24,10,2015,-0.184,29,,,,,,,,,,,,,,
29,NO,-0.187,22,,,4-6,0.086,8,0.244,32,-0.029,25,10,2015,-0.175,28,,,,,,,,,,,,,,
30,CLE,-0.201,28,,,2-8,-0.123,27,0.124,29,0.046,6,10,2015,-0.210,30,,,,,,,,,,,,,,
31,DET,-0.221,31,,,2-7,-0.142,28,0.095,28,0.015,12,10,2015,-0.218,31,,,,,,,,,,,,,,
32,SF,-0.365,32,,,3-6,-0.187,30,0.145,30,-0.032,26,10,2015,-0.372,32,,,,,,,,,,,,,,
1,NE,0.337,1,,,10-0,0.208,2,-0.043,10,0.087,1,11,2015,0.320,1,,,,,,,,,,,,,,
2,ARI,0.296,2,,,8-2,0.163,3,-0.139,4,-0.005,17,11,2015,0.262,4,,,,,,,,,,,,,,
3,CIN,0.295,3,,,8-2,0.208,1,-0.054,9,0.033,10,11,2015,0.300,3,,,,,,,,,,,,,,
4,CAR,0.291,4,,,10-0,0.096,8,-0.235,2,-0.040,28,11,2015,0.311,2,,,,,,,,,,,,,,
5,SEA,0.227,5,,,5-5,0.095,9,-0.078,8,0.054,3,11,2015,0.241,6,,,,,,,,,,,,,,
6,KC,0.208,9,,,5-5,0.088,10,-0.078,7,0.042,7,11,2015,0.244,5,,,,,,,,,,,,,,
7,PIT,0.152,6,,,6-4,0.155,4,-0.013,14,-0.017,20,11,2015,0.148,7,,,,,,,,,,,,,,
8,GB,0.143,8,,,7-3,0.131,5,-0.014,13,-0.003,15,11,2015,0.098,9,,,,,,,,,,,,,,
9,DEN,0.126,11,,,8-2,-0.160,30,-0.242,1,0.044,6,11,2015,0.123,8,,,,,,,,,,,,,,
10,BUF,0.097,10,,,5-5,0.097,6,0.014,18,0.015,11,11,2015,0.081,11,,,,,,,,,,,,,,
11,NYJ,0.092,7,,,5-5,-0.013,16,-0.127,5,-0.023,22,11,2015,0.082,10,,,,,,,,,,,,,,
12,NYG,0.018,13,,,5-5,0.000,15,0.040,20,0.058,2,11,2015,0.019,12,,,,,,,,,,,,,,
13,PHI,-0.014,12,,,4-6,-0.106,26,-0.103,6,-0.012,19,11,2015,-0.013,14,,,,,,,,,,,,,,
14,OAK,-0.021,14,,,4-6,0.072,11,0.085,27,-0.007,18,11,2015,-0.019,15,,,,,,,,,,,,,,
15,TB,-0.037,24,,,5-5,-0.023,18,-0.013,15,-0.027,23,11,2015,-0.002,13,,,,,,,,,,,,,,
16,MIN,-0.047,19,,,7-3,-0.051,22,0.032,19,0.036,9,11,2015,-0.029,16,,,,,,,,,,,,,,
17,BAL,-0.050,16,,,3-7,-0.032,19,0.070,26,0.052,4,11,2015,-0.050,17,,,,,,,,,,,,,,
18,ATL,-0.056,18,,,6-4,-0.017,17,0.010,17,-0.028,25,11,2015,-0.067,22,,,,,,,,,,,,,,
19,STL,-0.059,17,,,4-6,-0.221,32,-0.158,3,0.005,13,11,2015,-0.067,21,,,,,,,,,,,,,,
20,WAS,-0.060,15,,,4-6,-0.039,20,0.062,24,0.040,8,11,2015,-0.058,20,,,,,,,,,,,,,,
21,IND,-0.067,21,,,5-5,-0.072,24,-0.008,16,-0.003,14,11,2015,-0.058,19,,,,,,,,,,,,,,
22,MIA,-0.077,20,,,4-6,0.009,14,0.063,25,-0.023,21,11,2015,-0.052,18,,,,,,,,,,,,,,
23,HOU,-0.099,27,,,5-5,-0.068,23,-0.028,12,-0.058,31,11,2015,-0.090,23,,,,,,,,,,,,,,
24,JAC,-0.122,23,,,4-6,-0.047,21,0.042,21,-0.033,27,11,2015,-0.123,25,,,,,,,,,,,,,,
25,TEN,-0.123,28,,,2-8,-0.122,27,-0.041,11,-0.041,29,11,2015,-0.136,26,,,,,,,,,,,,,,
26,DAL,-0.133,22,,,3-7,-0.085,25,0.043,22,-0.005,16,11,2015,-0.142,27,,,,,,,,,,,,,,
27,CHI,-0.138,25,,,4-6,0.035,12,0.112,28,-0.061,32,11,2015,-0.101,24,,,,,,,,,,,,,,
28,DET,-0.167,31,,,3-7,-0.127,28,0.054,23,0.013,12,11,2015,-0.161,28,,,,,,,,,,,,,,
29,NO,-0.184,29,,,4-6,0.097,7,0.252,32,-0.029,26,11,2015,-0.191,29,,,,,,,,,,,,,,
30,SD,-0.194,26,,,2-8,0.019,13,0.160,30,-0.053,30,11,2015,-0.194,30,,,,,,,,,,,,,,
31,CLE,-0.216,30,,,2-8,-0.129,29,0.131,29,0.045,5,11,2015,-0.213,31,,,,,,,,,,,,,,
32,SF,-0.396,32,,,3-7,-0.174,31,0.193,31,-0.028,24,11,2015,-0.393,32,,,,,,,,,,,,,,
1,CIN,0.328,3,,,9-2,0.229,1,-0.064,8,0.034,7,12,2015,0.321,2,,,,,,,,,,,,,,
2,NE,0.306,1,,,10-1,0.203,2,-0.024,12,0.079,1,12,2015,0.289,5,,,,,,,,,,,,,,
3,KC,0.276,6,,,6-5,0.145,5,-0.090,6,0.042,6,12,2015,0.327,1,,,,,,,,,,,,,,
4,CAR,0.272,4,,,11-0,0.070,10,-0.240,2,-0.038,28,12,2015,0.295,3,,,,,,,,,,,,,,
5,SEA,0.269,5,,,6-5,0.145,4,-0.071,7,0.052,4,12,2015,0.293,4,,,,,,,,,,,,,,
6,ARI,0.251,2,,,9-2,0.120,6,-0.133,4,-0.002,17,12,2015,0.220,6,,,,,,,,,,,,,,
7,DEN,0.176,9,,,9-2,-0.116,26,-0.262,1,0.030,8,12,2015,0.170,7,,,,,,,,,,,,,,
8,GB,0.157,8,,,7-4,0.115,7,-0.041,10,0.002,15,12,2015,0.114,9,,,,,,,,,,,,,,
9,PIT,0.139,7,,,6-5,0.158,3,0.005,16,-0.014,21,12,2015,0.143,8,,,,,,,,,,,,,,
10,NYJ,0.103,11,,,6-5,-0.009,15,-0.122,5,-0.010,19,12,2015,0.099,10,,,,,,,,,,,,,,
11,BUF,0.054,10,,,5-6,0.086,9,0.045,21,0.012,12,12,2015,0.048,13,,,,,,,,,,,,,,
12,OAK,0.045,14,,,5-6,0.103,8,0.052,23,-0.007,18,12,2015,0.050,12,,,,,,,,,,,,,,
13,MIN,0.036,16,,,8-3,0.002,14,-0.012,14,0.022,9,12,2015,0.058,11,,,,,,,,,,,,,,
14,BAL,-0.035,17,,,4-7,-0.045,19,0.063,26,0.073,2,12,2015,-0.043,17,,,,,,,,,,,,,,
15,WAS,-0.047,20,,,5-6,-0.048,20,0.042,20,0.043,5,12,2015,-0.037,15,,,,,,,,,,,,,,
16,DET,-0.058,28,,,4-7,-0.050,21,0.024,18,0.016,11,12,2015,-0.048,18,,,,,,,,,,,,,,
17,NYG,-0.065,12,,,5-6,-0.050,22,0.068,27,0.053,3,12,2015,-0.073,21,,,,,,,,,,,,,,
18,STL,-0.067,19,,,4-7,-0.215,32,-0.144,3,0.004,13,12,2015,-0.087,22,,,,,,,,,,,,,,
19,CHI,-0.068,27,,,5-6,0.042,13,0.056,25,-0.054,31,12,2015,-0.033,14,,,,,,,,,,,,,,
20,IND,-0.070,21,,,6-5,-0.078,25,-0.005,15,0.002,14,12,2015,-0.051,19,,,,,,,,,,,,,,
21,TB,-0.073,15,,,5-6,-0.036,17,0.005,17,-0.031,26,12,2015,-0.038,16,,,,,,,,,,,,,,
22,HOU,-0.077,23,,,6-5,-0.067,24,-0.049,9,-0.059,32,12,2015,-0.052,20,,,,,,,,,,,,,,
23,ATL,-0.103,18,,,6-5,-0.042,18,0.040,19,-0.021,23,12,2015,-0.123,25,,,,,,,,,,,,,,
24,PHI,-0.110,13,,,4-7,-0.134,28,-0.037,11,-0.014,20,12,2015,-0.122,24,,,,,,,,,,,,,,
25,JAC,-0.142,24,,,4-7,-0.055,23,0.055,24,-0.032,27,12,2015,-0.149,26,,,,,,,,,,,,,,
26,MIA,-0.144,22,,,4-7,-0.027,16,0.087,28,-0.030,25,12,2015,-0.120,23,,,,,,,,,,,,,,
27,SD,-0.153,30,,,3-8,0.052,12,0.152,30,-0.053,30,12,2015,-0.152,27,,,,,,,,,,,,,,
28,TEN,-0.170,25,,,2-9,-0.144,29,-0.012,13,-0.039,29,12,2015,-0.186,28,,,,,,,,,,,,,,
29,DAL,-0.191,26,,,3-8,-0.144,30,0.046,22,0.000,16,12,2015,-0.192,29,,,,,,,,,,,,,,
30,NO,-0.220,29,,,4-7,0.061,11,0.263,32,-0.018,22,12,2015,-0.239,31,,,,,,,,,,,,,,
31,CLE,-0.223,31,,,2-9,-0.124,27,0.117,29,0.018,10,12,2015,-0.225,30,,,,,,,,,,,,,,
32,SF,-0.337,32,,,3-8,-0.157,31,0.154,31,-0.026,24,12,2015,-0.316,32,,,,,,,,,,,,,,
1,CIN,0.341,1,,,10-2,0.222,1,-0.081,8,0.038,4,13,2015,0.321,3,,,,,,,,,,,,,,
2,SEA,0.310,5,,,7-5,0.166,5,-0.109,7,0.035,5,13,2015,0.378,1,,,,,,,,,,,,,,
3,ARI,0.302,6,,,10-2,0.168,4,-0.146,3,-0.011,19,13,2015,0.255,5,,,,,,,,,,,,,,
4,KC,0.285,3,,,7-5,0.131,6,-0.113,5,0.042,3,13,2015,0.345,2,,,,,,,,,,,,,,
5,NE,0.260,2,,,10-2,0.198,2,-0.028,12,0.034,6,13,2015,0.223,6,,,,,,,,,,,,,,
6,CAR,0.232,4,,,12-0,0.052,11,-0.216,2,-0.036,27,13,2015,0.257,4,,,,,,,,,,,,,,
7,PIT,0.192,9,,,7-5,0.177,3,-0.024,13,-0.009,18,13,2015,0.220,7,,,,,,,,,,,,,,
8,DEN,0.182,7,,,10-2,-0.117,26,-0.274,1,0.024,9,13,2015,0.194,8,,,,,,,,,,,,,,
9,GB,0.107,8,,,8-4,0.082,10,-0.028,11,-0.003,17,13,2015,0.033,13,,,,,,,,,,,,,,
10,NYJ,0.083,10,,,7-5,-0.002,14,-0.115,4,-0.030,24,13,2015,0.065,9,,,,,,,,,,,,,,
11,BUF,0.062,11,,,6-6,0.118,7,0.073,26,0.016,12,13,2015,0.045,11,,,,,,,,,,,,,,
12,OAK,0.022,12,,,5-7,0.084,9,0.048,22,-0.015,20,13,2015,0.046,10,,,,,,,,,,,,,,
13,MIN,-0.025,13,,,8-4,-0.028,17,0.028,17,0.031,8,13,2015,0.027,14,,,,,,,,,,,,,,
14,TB,-0.039,21,,,6-6,-0.020,15,-0.006,14,-0.025,23,13,2015,0.043,12,,,,,,,,,,,,,,
15,BAL,-0.039,14,,,4-8,-0.058,22,0.045,21,0.064,2,13,2015,-0.051,19,,,,,,,,,,,,,,
16,DET,-0.048,16,,,4-8,-0.061,24,0.010,16,0.023,10,13,2015,-0.005,15,,,,,,,,,,,,,,
17,NYG,-0.050,17,,,5-7,-0.046,20,0.076,27,0.072,1,13,2015,-0.062,20,,,,,,,,,,,,,,
18,WAS,-0.052,15,,,5-7,-0.053,21,0.031,19,0.032,7,13,2015,-0.027,17,,,,,,,,,,,,,,
19,HOU,-0.052,22,,,6-6,-0.030,18,-0.031,10,-0.053,32,13,2015,-0.015,16,,,,,,,,,,,,,,
20,PHI,-0.069,24,,,5-7,-0.120,27,-0.042,9,0.009,15,13,2015,-0.076,21,,,,,,,,,,,,,,
21,CHI,-0.081,19,,,5-7,0.023,12,0.062,24,-0.042,30,13,2015,-0.044,18,,,,,,,,,,,,,,
22,STL,-0.098,18,,,4-8,-0.227,32,-0.111,6,0.018,11,13,2015,-0.145,26,,,,,,,,,,,,,,
23,ATL,-0.116,23,,,6-6,-0.044,19,0.050,23,-0.022,21,13,2015,-0.138,24,,,,,,,,,,,,,,
24,IND,-0.128,20,,,6-6,-0.126,28,0.005,15,0.004,16,13,2015,-0.117,22,,,,,,,,,,,,,,
25,JAC,-0.135,25,,,4-8,-0.023,16,0.082,28,-0.030,25,13,2015,-0.146,27,,,,,,,,,,,,,,
26,DAL,-0.153,29,,,4-8,-0.137,30,0.029,18,0.013,13,13,2015,-0.142,25,,,,,,,,,,,,,,
27,MIA,-0.154,26,,,5-7,-0.058,23,0.063,25,-0.032,26,13,2015,-0.138,23,,,,,,,,,,,,,,
28,NO,-0.182,30,,,4-8,0.088,8,0.248,32,-0.023,22,13,2015,-0.181,28,,,,,,,,,,,,,,
29,SD,-0.183,27,,,3-9,0.016,13,0.150,31,-0.049,31,13,2015,-0.215,29,,,,,,,,,,,,,,
30,TEN,-0.186,28,,,3-9,-0.115,25,0.032,20,-0.039,28,13,2015,-0.254,31,,,,,,,,,,,,,,
31,CLE,-0.247,31,,,2-10,-0.135,29,0.122,30,0.010,14,13,2015,-0.245,30,,,,,,,,,,,,,,
32,SF,-0.311,32,,,4-8,-0.151,31,0.119,29,-0.040,29,13,2015,-0.314,32,,,,,,,,,,,,,,
1,CIN,0.326,1,,,10-3,0.211,1,-0.079,8,0.036,3,14,2015,0.318,3,,,,,,,,,,,,,,
